"ProdZone","AttrZone","Curr-0Car-HBW-Trn","Curr-1Car-HBW-Trn","Curr-2Car-HBW-Trn","Curr-0Car-HBO-Trn","Curr-1Car-HBO-Trn","Curr-2Car-HBO-Trn","Curr-0Car-NHB-Trn","Curr-1Car-NHB-Trn","Curr-2Car-NHB-Trn"
"$16864","$16177",0,0,0,0,0,0,0,0,3.689
"$16864","$17041",0,0,0,0,0,0,6.213,0,0
"$16865","$16572",0,15.63,0,0,0,0,0,0,0
"$16865","$16627",0,0,3.668,0,0,0,0,0,0
"$16867","$16279",0,0,0,0,0,0,0,8.681,0
"$16867","$16453",0,0,0,0,0,0,0,1.084,0
"$16867","$16566",0,0,0,0,0,0,0,0,6.666
"$16867","$16568",0,0,0,0,0,0,12.181,0,0
"$16867","$16572",0,6.944,4.783,0,0,0,0,0,0
"$16867","$16723",0,0,0,0,0,0,12.569,0,0
"$16867","$16738",3.333,0,0,0,0,0,0,0,0
"$16867","$16757",0,0,0,0,0,0,5.532,0,0
"$16867","$17025",0,0,7.032,0,0,0,0,0,0
"$16868","$16279",0,4.568,0,0,0,0,0,0,0
"$16868","$16511",0,1.817,0,0,0,0,0,0,0
"$16868","$17039",0,0,0,0,9.591,0,0,0,0
"$16869","$16187",1.468,0,0,0,0,0,0,0,0
"$16869","$16574",0,0,0,12.39,0,0,0,0,0
"$16870","$16066",0,4.998,0,0,0,0,0,0,0
"$16870","$16107",0,0,0,0,2.864,0,0,0,0
"$16870","$16171",0,0,0,0,3.888,0,0,0,0
"$16870","$16189",5.271,0,0,0,0,0,0,0,0
"$16870","$16279",0,0,0,0.462,0,0,0,0,0
"$16870","$16568",0,0,0,0,7.586,0,0,0,0
"$16870","$16581",3.583,0,0,0,0,0,0,0,0
"$16870","$16595",0,0,0,1.791,0,0,0,0,0
"$16870","$16867",1.446,0,0,0,0,0,0,0,0
"$16870","$16936",0,0,0,4.853,0,0,0,0,0
"$16870","$17009",0,0,0,2.09,0,0,0,0,0
"$16870","$17039",0,0,0,0,2.396,0,0,0,0
"$16870","$17165",0,0,0,4.998,0,0,0,0,0
"$16871","$16350",0,0,3.874,0,0,0,0,0,0
"$16871","$16476",3.301,0,0,0,4.328,0,0,0,0
"$16871","$16503",0,6.379,0,0,0,6.379,0,0,0
"$16871","$16528",0,2.022,0,0,0,0,0,0,0
"$16871","$16575",0,0,0,0,14.783,0,0,0,0
"$16871","$16576",1.782,0,0,0,0,0,0,0,0
"$16871","$16579",0,0,0,3.571,0,0,0,0,0
"$16871","$16621",0,0,0,6.901,0,0,0,0,0
"$16871","$16701",0,0,0,5.649,0,0,0,0,0
"$16871","$16703",0,5.649,0,0,0,0,0,0,0
"$16871","$16705",0,0,0,0,0,0,0,0,9.591
"$16871","$16757",0,0,0,0,3.944,0,0,0,0
"$16871","$16804",0,0,0,0,10.368,0,0,0,0
"$16871","$16844",2.906,0,0,0,0,0,0,0,0
"$16871","$16874",0,0,5.419,0,0,0,0,0,0
"$16871","$16932",0,1.817,0,0,0,0,0,0,0
"$16871","$16961",0,0,0,2.886,0,0,0,0,0
"$16871","$16998",14.783,0,0,0,0,0,0,0,0
"$16871","$16999",3.931,0,0,0,0,0,0,0,0
"$16871","$17009",0,4.042,0,0,0,0,0,0,0
"$16871","$17023",0,23.097,0,0,0,0,0,0,0
"$16871","$17039",0,0,0,23.097,0,0,0,0,0
"$16871","$17074",0,0,0,5.271,0,0,0,0,0
"$16871","$17076",4.483,0,0,0,0,0,0,0,0
"$16872","$16085",0,0,0,6.105,0,0,0,0,0
"$16872","$16277",2.578,0,0,0,0,0,0,0,0
"$16872","$16393",0,0,0,0,8.995,0,0,0,0
"$16872","$16504",0,2.393,0,0,0,0,0,0,0
"$16872","$16568",0,0,6.047,0,0,0,0,0,0
"$16872","$16770",0,0,0,0,2.269,0,0,0,0
"$16872","$17021",9.157,0,0,0,0,0,0,0,0
"$16873","$16506",0,0,0.855,0,0,0,0,0,0
"$16873","$16566",0,0,3.451,0,0,0,0,0,0
"$16873","$16762",0,0,0,0,2.99,0,0,0,0
"$16873","$17040",1.666,0,0,0,0,0,0,0,0
"$16875","$16186",0,0,0,14.461,0,0,0,0,0
"$16875","$16279",2.355,0,0,0,0,0,0,0,0
"$16875","$16758",0,1.287,0,0,0,0,0,0,0
"$16875","$17036",0,0,0,0,0,0,0,6.912,0
"$16875","$17059",0,0,0,0,0,0,6.912,0,0
"$16875","$17076",0,0,0,0,0,0,5.271,0,0
"$16875","$17147",0,14.6,0,0,0,0,0,0,0
"$16876","$16525",0,3.386,0,0,0,0,0,0,0
"$16876","$16568",0,0,0,0,0,0,0,14.62,0
"$16877","$16012",0,0,5.993,0,0,0,0,0,0
"$16877","$16034",4.919,0,0,0,0,0,0,0,0
"$16877","$16051",4.794,0,0,0,0,0,0,0,0
"$16877","$16097",0,0,0,0,2.981,0,0,0,0
"$16877","$16107",0,0,0,5.026,0,0,0,0,0
"$16877","$16134",0,0,0,0,6.912,0,0,0,0
"$16877","$16159",0,0,0,0,0,0,1.699,0,0
"$16877","$16272",9.126,0,0,0,0,0,0,0,0
"$16877","$16337",0,0,0,2.695,0,0,0,0,0
"$16877","$16398",0,0,0,0,0,0,6.873,0,0
"$16877","$16462",2.4,0,0,0,0,0,0,0,0
"$16877","$16465",0,0,0,4.279,0,0,0,0,0
"$16877","$16478",0,4.042,0,0,0,0,0,0,0
"$16877","$16506",0,0,5.397,0,0,0,0,0,0
"$16877","$16515",5.026,0,0,0,0,0,0,0,0
"$16877","$16604",0,0,0,2.947,0,0,0,0,0
"$16877","$16607",0,0,0,0,1.054,0,0,0,0
"$16877","$16719",1.341,0,0,0,0,0,0,0,0
"$16877","$16757",0,0,0,8.292,0,0,0,0,0
"$16877","$16769",0,16.584,0,0,0,0,0,0,0
"$16877","$16772",0,0,6.691,0,0,0,0,0,0
"$16877","$16860",0,0,0.957,0,0,0,0,0,0
"$16877","$16997",0,0,0,13.747,0,0,0,0,0
"$16877","$16998",0,0,0,0,16.584,0,0,0,0
"$16877","$17035",3.054,0,0,0,0,0,0,0,0
"$16877","$17036",0,0,0,1.145,0,0,0,0,0
"$16877","$17073",0,0,0,2.381,0,0,0,0,0
"$16877","$17076",0,0,2.989,0,0,0,0,0,0
"$16878","$16337",0,0,0,0.423,0,0,0,0,0
"$16878","$17009",6.113,0,0,0,0,0,0,0,0
"$16879","$16071",0,0,0,5.026,0,0,0,0,0
"$16879","$16568",0,0,0,8.345,0,0,0,0,0
"$16879","$16571",0,0,0,3.957,0,0,0,0,0
"$16879","$16756",0,0,0,5.528,0,0,0,0,0
"$16879","$16757",0,0,0,2.271,0,0,0,0,0
"$16879","$16761",2.457,0,0,0,0,0,0,0,0
"$16879","$16989",4.173,0,0,0,0,0,0,0,0
"$16880","$16082",0,0,0,0,0,0,8.136,0,0
"$16880","$16087",0,0,0,0,0,0,1.885,0,0
"$16880","$16103",0,5.426,0,0,0,0,0,0,0
"$16880","$16108",0,0,0,4.939,0,0,7.409,0,0
"$16880","$16110",0,0,0,0,0,0,7.409,0,0
"$16880","$16114",0,8.292,0,0,0,0,0,0,0
"$16880","$16121",0,0,0,0,0,4.25,0,0,0
"$16880","$16139",7.438,0,0,0,0,0,0,0,0
"$16880","$16185",8.292,0,0,0,0,0,0,0,0
"$16880","$16189",0,0,0,3.982,0,0,0,0,0
"$16880","$16304",0,2.522,0,0,0,0,0,0,0
"$16880","$16310",1.817,0,0,0,0,0,0,0,0
"$16880","$16311",3.582,1.512,0,0,0,0,0,0,0
"$16880","$16314",0,0,1.285,0,0,0,0,0,0
"$16880","$16455",0,0,0,0,0,0,2.59,0,0
"$16880","$16467",2.063,0,0,0,0,0,0,0,0
"$16880","$16476",4.328,0,0,0,0,0,0,0,0
"$16880","$16503",2.269,6.379,0,0,0,0,0,0,0
"$16880","$16510",1.817,0,0,0,0,0,0,0,0
"$16880","$16567",13.747,0,0,0,0,0,0,0,0
"$16880","$16576",2.712,0,0,0,8.787,0,0,0,0
"$16880","$16635",1.021,0,0,0,0,0,0,0,0
"$16880","$16656",2.012,0,0,0,0,0,0,0,0
"$16880","$16690",0,0,0,0,3.256,0,0,0,0
"$16880","$16756",0,0,0,0,1.546,0,0,0,0
"$16880","$16772",0,0,0,0,0,0,4.924,0,0
"$16880","$16799",0,0,0,2.935,0,0,0,0,0
"$16880","$16808",3.14,0,0,0,0,0,0,0,0
"$16880","$16895",8.292,0,0,0,0,0,0,0,0
"$16880","$16911",0,0,0,0,0,0,5.387,0,0
"$16880","$16935",0,0,0,0,0,0,0,0,6.873
"$16880","$17009",0,0,5.145,0,0,0,0,0,0
"$16880","$17042",0,0,0,5.363,0,0,0,0,0
"$16880","$17071",7.843,0,0,0,0,0,0,0,0
"$16881","$16403",0,3.35,0,0,0,0,0,0,0
"$16881","$16476",0,0,0,23.653,0,0,0,0,0
"$16881","$16632",0,0,0,0,0,10.792,0,0,0
"$16881","$17026",0.635,0,0,0,0,0,0,0,0
"$16881","$17049",0,0,0,0,0,4.789,0,0,0
"$16882","$16294",0,0,0,0,0,0,0,8.83,0
"$16882","$16350",0,0,1.286,0,0,0,0,0,0
"$16882","$16503",0,4.57,0,0,0,0,0,0,0
"$16882","$16614",0,0,0,0,5.438,0,0,0,0
"$16882","$17052",3.346,0,0,0,0,0,0,0,0
"$16883","$15099",6.326,0,0,0,0,0,0,0,0
"$16883","$16003",0,0,1.817,0,0,0,0,0,0
"$16883","$16082",5.438,0,0,0,0,0,0,0,0
"$16883","$16156",0,0,0,0,0,0,0,0,11.163
"$16883","$16206",2.52,0,0,0,0,0,0,0,0
"$16883","$16476",2.698,0,0,0,0,0,0,0,0
"$16883","$16635",2.14,0,0,0,2.4,0,0,0,0
"$16883","$16689",0,0,0,16.271,0,0,0,0,0
"$16883","$16757",0,0,0,2.457,0,0,0,0,0
"$16883","$17018",0,0,0,0,5.025,0,0,0,0
"$16884","$16088",0,3.98,0,0,0,0,0,0,0
"$16884","$16169",0,0,0,4.939,0,0,0,0,0
"$16884","$16343",0,0,0,0,0,8.675,0,0,0
"$16884","$16461",0,0,0,1.426,0,0,0,0,0
"$16884","$16584",0,0,3.67,0,0,0,0,0,0
"$16884","$16940",0,0,0,1.98,0,0,0,0,0
"$16884","$16989",0,0,0,16.803,0,0,0,0,0
"$16887","$16068",0,3.332,0,0,0,0,0,0,0
"$16887","$16466",4.794,0,0,0,0,0,0,0,0
"$16888","$16084",0,0,0,0,0,2.171,0,0,0
"$16888","$16343",0,0,3.094,0,0,0,0,0,0
"$16888","$16454",0,0,0,0,0,1.179,0,0,0
"$16888","$16477",2.843,0,0,0,0,0,0,0,0
"$16888","$16503",0,4.718,0,0,0,0,0,0,0
"$16888","$16569",5.685,0,0,0,0,0,0,0,0
"$16888","$16575",0,0,19.113,0,0,0,0,0,0
"$16888","$16591",1.515,0,0,0,0,0,0,0,0
"$16888","$16617",0,0,0,2.47,0,0,0,0,0
"$16888","$16772",0,0,2.273,0,0,0,0,0,0
"$16888","$16850",0,0,0,0,0,0,5.72,0,0
"$16888","$16932",1.448,0,0,0,0,0,0,0,0
"$16888","$17041",0,0,1.176,0,0,0,0,0,0
"$16888","$17050",0,0,0,0,0,9.53,0,0,0
"$16890","$16107",6.873,0,0,0,0,0,0,0,0
"$16890","$16206",0,0,0,4.485,0,0,0,0,0
"$16890","$16505",9.942,0,0,0,0,0,0,0,0
"$16890","$16575",0,0,0,0,14.381,0,0,0,0
"$16890","$16622",0,0,0,2.99,0,0,0,0,0
"$16890","$16867",0,0,1.446,0,0,0,0,0,0
"$16890","$16914",7.251,0,0,0,0,0,0,0,0
"$16890","$17039",0,0,0,0,0,7.877,0,0,0
"$16892","$16107",0,0,0,3.383,0,0,0,0,0
"$16892","$16134",0,0,0,0,0,0,3.218,0,0
"$16892","$16356",0,0,0,0,0,0,1.792,0,0
"$16892","$16417",0,0,0,1.445,0,0,0,0,0
"$16892","$16504",9.284,0,0,0,0,0,0,0,0
"$16892","$16627",0,0,0,0,0,0,0,0,2.908
"$16892","$16936",0,6.505,0,0,0,0,0,0,0
"$16892","$16995",0,0,0,6.33,0,0,0,0,0
"$16892","$17039",0,0,0,0,0,0,6.113,0,0
"$16893","$16002",0,0,0,0,0,0,2.422,0,0
"$16893","$16068",0,5.014,0,0,0,0,0,0,0
"$16893","$16462",0,0,0,0,0,0,0,2.266,0
"$16893","$16575",0,0,1.051,0,0,0,0,0,0
"$16894","$16069",0,0,8.627,0,0,0,0,0,0
"$16894","$16936",2.695,0,0,0,0,0,0,0,0
"$16896","$16998",0,0,0,0,0,2.482,0,0,0
"$16897","$16589",0,0,12.291,0,0,0,0,0,0
"$16897","$16998",0,0,0,0,0,0.849,0,0,0
"$16897","$17023",0,0,7.896,0,0,0,0,0,0
"$16898","$15997",1.042,0,0,0,0,0,0,0,0
"$16898","$16012",0,0,0,0,2.914,0,0,0,0
"$16898","$16188",0,0,2.54,0,0,0,0,0,0
"$16898","$16568",0,0,0,0,0,13.694,0,0,0
"$16898","$16572",0,0,12.349,0,0,0,0,0,0
"$16899","$16069",0,0.669,0,0,0,0,0,0,0
"$16899","$16189",0,0,0,0,6.238,0,0,0,0
"$16899","$16571",0,0,0,0,19.479,0,0,0,0
"$16899","$16573",0,0,0,0,0,0,0,0,0.968
"$16899","$16762",0,0,0,0,6.847,0,0,0,0
"$16899","$17023",0,9.749,0,0,0,0,0,0,0
"$16899","$17059",0,1.714,0,0,0,0,0,0,0
"$16900","$16012",0,0,0,0,5.951,0,0,0,0
"$16900","$16068",0,6.09,0,0,0,0,0,0,0
"$16900","$16090",0,0,0,0,4.504,0,0,0,0
"$16900","$16504",0,0,0,0,0,5.754,0,0,0
"$16900","$16566",0,0,0,0,21.504,0,0,0,0
"$16900","$16572",0,5.746,8.156,0,0,0,0,0,0
"$16900","$16588",0,0,0,0,0,1.013,0,0,0
"$16900","$16595",0,0,0,6.33,0,0,0,0,0
"$16900","$16720",0,3.109,0,0,0,0,0,0,0
"$16900","$16741",0,5.951,0,0,0,0,0,0,0
"$16900","$16757",0,0,0,6.33,0,0,0,0,0
"$16900","$16903",8.984,0,0,0,0,0,0,0,0
"$16900","$16911",0,0,0,0,0,15.156,0,0,0
"$16900","$17011",0,0,0,3.506,0,0,0,0,0
"$16900","$17018",0,0,1.677,0,0,0,0,0,0
"$16901","$16843",0,4.14,0,0,0,0,0,0,0
"$16902","$16525",0,0,6.847,0,0,0,0,0,0
"$16902","$17039",0,0,0,0,0,2.058,0,0,0
"$16903","$16568",0,15.156,0,0,0,0,0,0,0
"$16903","$16569",0,0,0.721,0,0,0,0,0,0
"$16903","$16572",0,12.291,1.816,0,0,0,0,0,0
"$16903","$16584",0,4.753,0,0,0,0,0,0,0
"$16903","$17016",0,2.956,0,0,0,0,0,0,0
"$16903","$17023",0,0,12.291,0,0,0,0,0,0
"$16904","$16572",0,0,23.365,0,0,0,0,0,0
"$16904","$16998",0,0,15.156,0,0,0,0,0,0
"$16904","$17023",0,0,15.156,0,0,0,0,0,0
"$16904","$17039",0,0,0,0,1.817,0,0,0,0
"$16905","$16567",0,0,24.73,0,0,0,0,0,0
"$16905","$16568",0,0,17.099,0,0,0,0,0,0
"$16905","$16575",0,0,2.956,0,0,0,0,0,0
"$16905","$17016",0,0,8.156,0,0,0,0,0,0
"$16906","$16569",0,9.212,0,0,0,0,0,0,0
"$16907","$16114",4.56,0,0,0,0,0,0,0,0
"$16907","$16568",0,0,9.908,0,0,8.156,0,0,0
"$16907","$16572",0,0,12.384,0,0,0,0,0,0
"$16907","$17039",0,0,0,2.246,0,0,0,0,0
"$16908","$16566",0,24.73,0,0,0,0,0,0,0
"$16908","$16572",0,0,26.49,0,0,0,0,0,0
"$16908","$17016",0,0,16.197,0,0,0,0,0,0
"$16908","$17023",0,0,0,0,0,5.081,0,0,0
"$16910","$16068",34.657,0,0,0,0,0,0,0,0
"$16910","$16135",0,0,0,0,0,0,19.858,0,0
"$16910","$16481",0,4.53,0,0,0,0,0,0,0
"$16910","$16717",1.1,0,0,0,0,0,0,0,0
"$16910","$17039",0,0,0,0,11.277,0,0,0,0
"$16910","$17165",0,0,0,0,0.568,0,0,0,0
"$16911","$16568",0,0,0,0,3.4,0,0,0,0
"$16911","$16635",0,0,0,0,0,0,17.267,0,0
"$16912","$16012",0,0,0,0,0,0,2.226,0,0
"$16912","$16091",3.759,0,0,0,0,0,0,0,0
"$16912","$16364",1.577,0,0,0,0,0,0,0,0
"$16912","$16466",3.018,0,0,0,0,0,0,0,0
"$16912","$16476",0,0,0,0,0.568,0,0,0,0
"$16912","$16503",0,0,0,0,12.599,0,0,0,0
"$16912","$16561",0,0,2.392,0,0,0,0,0,0
"$16912","$16576",0,0,0,8.787,0,0,0,0,0
"$16912","$16603",0,0,0,7.392,0,0,0,0,0
"$16912","$16988",0,5.318,0,0,0,0,0,0,0
"$16912","$17033",3.668,0,0,0,0,0,0,0,0
"$16912","$17038",5.426,0,0,0,0,0,0,0,0
"$16912","$17055",2.556,0,0,0,0,0,0,0,0
"$16913","$16009",0,3.135,0,0,0,0,0,0,0
"$16913","$16051",0,0,0,0,3.018,0,0,0,0
"$16913","$16073",0,0,0,4.215,0,0,0,0,0
"$16913","$16107",0,0,0,9.916,0,0,0,0,0
"$16913","$16145",0,0,0,0,4.894,0,0,0,0
"$16913","$16155",0,0,0,5.858,0,0,0,0,0
"$16913","$16187",0.887,0,0,0,0,0,0,0,0
"$16913","$16279",0,2.084,3.279,0,0,0,0,0,0
"$16913","$16350",0,0,0,3.874,3.874,0,0,0,0
"$16913","$16402",0,0,1.957,0,0,0,0,0,0
"$16913","$16453",3.599,0,0,0,0,0,0,0,0
"$16913","$16477",0,4.774,0,0,0,0,0,0,0
"$16913","$16561",0,8.212,0,0,0,0,0,0,0
"$16913","$16568",0,0,0,0,0,4.774,0,0,0
"$16913","$16571",0,9.788,0,0,0,0,0,0,0
"$16913","$16575",0,0,0,0,0,0,0,10.053,0
"$16913","$16576",0,0,0,8.787,0,0,0,0,0
"$16913","$16586",0,0,0,0,1.257,0,0,0,0
"$16913","$16595",0,0,0,5.026,0,0,0,0,0
"$16913","$16609",0,0,0,8.616,0,0,0,0,0
"$16913","$16635",2.222,0,0,0,0,0,0,0,0
"$16913","$16703",0,0,0,8.212,0,0,0,0,0
"$16913","$16720",0,0,0,0,7.517,0,0,0,0
"$16913","$16844",0,18.804,0,0,0,0,0,0,0
"$16913","$16900",0,0,0.675,0,0,0,0,0,0
"$16913","$16940",0,0,0,1.763,0,0,0,0,0
"$16913","$16957",6.47,0,0,0,0,0,0,0,0
"$16913","$16980",0,0,0,4.894,0,0,0,0,0
"$16913","$16997",0,0,3.109,0,0,0,0,0,0
"$16913","$16998",0,0,0,9.788,0,0,0,0,0
"$16913","$17016",0,0,0.568,0,0,0,0,0,0
"$16913","$17039",0,0,0,0,0,1.426,0,0,0
"$16913","$17041",0,0,0,0,2.443,0,0,0,0
"$16913","$17146",7.409,0,7.409,0,4.595,7.191,0,0,0
"$16913","$17484",2.59,0,0,0,0,0,0,0,0
"$16914","$16012",0,0,0,2.012,0,0,0,0,0
"$16914","$16135",0,0,0,10.549,0,0,0,0,0
"$16914","$16148",0,8.717,0,0,0,0,0,0,0
"$16914","$16337",0,0,2.244,0,0,0,0,0,0
"$16914","$16343",4.197,0,0,0,0,0,0,0,0
"$16914","$16364",0,0,0,2.244,0,0,0,0,0
"$16914","$16462",1.98,0,0,0,0,0,0,0,0
"$16914","$16510",0,0,0.675,0,0,0,0,0,0
"$16914","$16567",43.165,0,0,0,0,0,0,0,0
"$16914","$16568",0,0,0,0,7.95,0,0,0,0
"$16914","$16574",0,0,2.165,0,0,0,0,0,0
"$16914","$16585",0,2.058,0,0,0,0,0,0,0
"$16914","$16605",0,3.14,0,0,0,0,0,0,0
"$16914","$16624",0,0,0,0,2.16,0,0,0,0
"$16914","$16762",0,0,0,5.026,0,0,0,0,0
"$16914","$16808",0,6.116,0,0,0,0,0,0,0
"$16914","$16809",0,0,0,0,0,3.14,0,0,0
"$16914","$16899",7.815,0,0,0,0,0,0,0,0
"$16914","$16997",5.181,0,0,0,0,0,0,0,0
"$16914","$16998",0,0,0,0,0,5.181,0,0,0
"$16914","$17039",0,0,0,0,1.813,0,0,0,0
"$16914","$17074",0,0,0,3.101,0,0,0,0,0
"$16914","$17145",0,2.698,0,0,0,0,0,0,0
"$16915","$16135",0,0,0,0,0,7.375,0,0,0
"$16915","$16171",0,0,0,0,0,8.595,0,0,0
"$16915","$16439",4.032,0,0,0,0,0,0,0,0
"$16915","$16478",0,0,0,0,5.318,0,0,0,0
"$16915","$16497",0,0,0,0,3.975,0,0,0,0
"$16915","$16506",0,0,0,0,2.81,0,0,0,0
"$16915","$16568",0,0,0,0,7.95,0,0,0,0
"$16915","$16576",0,0,0,8.787,0,0,0,0,0
"$16915","$16604",0,0,0,0,0,4.928,0,0,0
"$16915","$16756",0,0,0,2.59,0,2.244,0,0,0
"$16915","$16941",2.65,0,0,0,0,3.866,0,0,0
"$16915","$17021",0,9.188,0,0,0,0,0,0,0
"$16915","$17039",0,0,0,0,0,4.215,0,0,0
"$16915","$17051",4.383,0,0,0,0,0,0,0,0
"$16916","$16006",1.738,0,0,0,0,0,0,0,0
"$16916","$16107",0,0,0,13.932,0,0,0,0,0
"$16916","$16171",0,0,0,3.054,0,0,0,0,0
"$16916","$16206",0,0,0,0,2.843,0,0,0,0
"$16916","$16453",0,0,0,0,5.387,0,0,0,0
"$16916","$16476",0,0,0,0,2.258,0,0,0,0
"$16916","$16504",0,0,2.774,0,0,0,0,0,0
"$16916","$16595",0,0,0,3.326,0,0,0,0,0
"$16916","$16607",0,0,3.326,0,0,0,0,0,0
"$16916","$16772",5.909,0,0,0,0,0,0,0,0
"$16916","$16888",0,0,0,3.332,0,0,0,0,0
"$16916","$17005",0,0,0,0,0,3.89,0,0,0
"$16916","$17039",0,0,0,0,18.057,5.215,0,0,0
"$16917","$16064",0,0,0,4.173,0,0,0,0,0
"$16917","$16065",7.261,0,0,0,0,0,0,0,0
"$16917","$16164",0,0,0,8.292,0,0,0,0,0
"$16917","$16310",3.795,0,0,0,0,0,0,0,0
"$16917","$16453",0,0,0,6.113,0,0,0,0,0
"$16917","$16462",0,0,0,0,0,4.173,0,0,0
"$16917","$16471",0,0,0,0,0,0,0,12.578,0
"$16917","$16510",4.173,0,0,0,0,0,0,0,0
"$16917","$16575",0,0,0,12.227,0,0,0,0,0
"$16917","$16668",0,0,0,1.69,0,0,0,0,0
"$16917","$16756",0,0,0,0,9.23,0,0,0,0
"$16917","$16762",0,0,0,2.873,0,0,0,0,0
"$16917","$16815",5.271,0,0,0,0,0,0,0,0
"$16917","$17065",0,0,0,4.608,0,0,0,0,0
"$16918","$16609",0,0,0,0,0,2.947,0,0,0
"$16918","$16762",0,0,0,6.113,0,0,0,0,0
"$16918","$16808",0,0,0,0,13.322,0,0,0,0
"$16919","$16572",0,0,9.191,0,0,0,0,0,0
"$16921","$16279",0,0,0,0,2.989,0,0,0,0
"$16921","$16337",0,0,0,0,0,2.058,0,0,0
"$16921","$16566",0,0,4.118,0,0,0,0,0,0
"$16921","$16568",0,0,4.118,0,0,0,0,0,0
"$16921","$17023",0,0,4.118,0,0,0,0,0,0
"$16922","$16279",0,0,0,0,0,21.341,0,0,0
"$16922","$16567",0,0,4.118,0,0,0,0,0,0
"$16922","$16998",0,4.118,0,0,0,0,0,0,0
"$16927","$16323",2.628,0,0,0,0,0,0,0,0
"$16931","$16757",0,0,0,0,0,0,2.773,0,0
"$16932","$16069",0,2.482,0,0,0,0,0,0,0
"$16932","$16572",0,3.152,0,0,0,0,0,0,0
"$16932","$16587",0,0,0,0,3.991,0,0,0,0
"$16932","$16681",6.166,0,0,0,0,0,0,0,0
"$16932","$17012",5.987,0,0,0,0,0,0,0,0
"$16933","$16998",0,0,0,0,0.965,0,0,0,0
"$16933","$17039",0,0,0,0,5.634,0,0,0,0
"$16934","$16567",0,0,13.782,0,0,0,0,0,0
"$16934","$16821",0,0,9.006,0,0,0,0,0,0
"$16934","$25659",0,2.84,0,0,0,0,0,0,0
"$16935","$10848",0,0,0,2.833,0,0,0,0,0
"$16935","$16051",0,0,0,6.574,0,0,0,0,0
"$16935","$16087",0,0,0,0,0,0,9.009,0,0
"$16935","$16106",0,0,0,21.592,0,0,0,0,0
"$16935","$16110",0,0,6.007,6.007,0,0,0,0,0
"$16935","$16137",8.437,0,0,0,0,0,0,0,0
"$16935","$16206",2.273,0,0,0,0,0,0,0,0
"$16935","$16209",9.806,0,0,0,0,0,0,0,0
"$16935","$16350",2.246,0,0,0,0,0,0,0,0
"$16935","$16453",0,0,0,6.029,0,0,0,0,0
"$16935","$16552",0,0,0,2.649,0,0,0,0,0
"$16935","$16570",0,0,0,2.887,0,0,0,0,0
"$16935","$16574",0,0,0,4.899,0,0,0,0,0
"$16935","$16577",5.571,0,0,0,0,0,0,0,0
"$16935","$16589",0,0,0,0,11.142,0,0,0,0
"$16935","$16595",0,0,0,1.891,0,0,0,0,0
"$16935","$16596",0,0,0,0,2.837,0,0,0,0
"$16935","$16656",4.417,0,0,0,0,0,0,0,0
"$16935","$16757",0,0,0,0,2.773,0,0,0,0
"$16935","$16762",0,0,0,8.437,0,0,0,0,0
"$16935","$16851",0,0,0,0,39.881,0,0,0,0
"$16935","$16858",3.37,0,0,0,0,0,0,0,0
"$16935","$16999",5.673,0,0,0,0,0,0,0,0
"$16935","$17039",0,0,0,5.024,0,0,0,0,0
"$16935","$17052",2.462,0,0,0,0,0,0,0,0
"$16935","$17074",5.835,0,0,0,0,0,0,0,0
"$16936","$15104",2.47,0,0,0,0,0,0,0,0
"$16936","$15164",2.578,0,0,0,0,0,0,0,0
"$16936","$16005",0,0,0,0,0,0,2.796,0,0
"$16936","$16070",0,0,0,8.437,0,0,0,0,0
"$16936","$16087",3.642,0,0,0,0,0,0,0,0
"$16936","$16091",6.651,0,0,0,0,0,0,0,0
"$16936","$16107",2.512,0,0,0,0,0,0,0,0
"$16936","$16143",0,5.571,0,0,0,0,0,0,0
"$16936","$16180",0,0,0,2.367,0,0,0,0,0
"$16936","$16206",0,0,0,0,0,4.765,0,0,0
"$16936","$16388",0,0,0,0,3.668,0,0,0,0
"$16936","$16456",2.915,0,0,0,0,0,0,0,0
"$16936","$16469",2.221,0,0,0,0,0,0,0,0
"$16936","$16510",1.56,0,0,0,0,0,0,0,0
"$16936","$16514",0,0,0,8.437,0,0,0,0,0
"$16936","$16568",0,0,3.4,0,0,0,0,0,0
"$16936","$16579",0,0,0,5.571,0,0,0,0,0
"$16936","$16604",0,0,0,11.548,0,0,0,0,0
"$16936","$16610",0,0,0,2.947,0,0,0,0,0
"$16936","$16621",0,0,0,2.466,0,0,0,0,0
"$16936","$16635",5.625,2.921,0,0,0,0,0,0,0
"$16936","$16740",0,5.835,0,0,0,0,0,0,0
"$16936","$16813",5.271,0,0,0,0,0,0,0,0
"$16936","$16913",0,0,0,5.571,0,0,0,0,0
"$16936","$16999",0,0,0,2.837,0,0,0,0,0
"$16936","$17002",1.979,0,0,0,0,0,0,0,0
"$16936","$17039",0,0,0,0,3.351,0,0,0,0
"$16936","$17062",3.772,0,0,0,0,0,0,0,0
"$16936","$17163",0,0,0,6.437,0,0,0,0,0
"$16937","$16129",0,0,0,3.167,0,0,0,0,0
"$16937","$16460",0,0,0,0,3.854,0,0,0,0
"$16937","$16548",0,5.835,0,0,0,0,0,0,0
"$16937","$16554",0,0,0,0,0,2.457,0,0,0
"$16937","$16568",0,0,0,0,13.147,0,0,0,0
"$16937","$16575",0,0,0,0,0,0,4.288,0,0
"$16937","$16745",0,0,8.719,0,0,0,0,0,0
